80 3
-5.2966	1.8765	-176.22
-5.0936	0.7798	-112.22
-4.937	0.8595	-146.22
-4.8931	2.3791	-65.225
-5.0327	3.9456	-19.225
-4.8619	4.4465	-27.225
-4.6253	3.9975	-42.225
-4.5166	2.8617	-50.225
-4.2012	2.6381	-58.225
-3.6519	2.7159	-48.225
-3.0594	3.1623	0.775
-2.0571	4.5018	137.78
-0.91352	4.8562	200.78
0.069563	1.6559	165.78
1.1076	-1.8496	68.775
2.4911	-4.7106	0.775
3.5733	-5.5774	-30.225
3.7549	-3.9782	78.775
2.3144	-0.15138	153.78
1.126	4.3526	309.78
1.0458	4.7394	367.78
0.76604	4.8825	352.78
0.44677	5.2664	346.78
0.34957	4.4423	352.78
0.62913	2.0964	169.78
0.99611	0.011407	104.78
1.3797	-1.7986	-24.225
1.5386	-2.8618	-69.225
1.5213	-2.3063	15.775
1.1681	-0.86407	63.775
0.89372	0.95171	159.78
0.7687	2.2677	149.78
0.77942	3.9942	269.78
1.2896	6.2563	399.78
1.8554	7.5184	510.78
2.1113	6.7516	491.78
1.7907	5.189	361.78
1.5322	2.7894	222.78
1.1996	2.6707	233.78
0.53477	3.5932	156.78
0.071414	3.147	122.78
-0.26925	2.674	61.775
-0.33329	1.1974	43.775
-0.53484	-0.64493	-29.225
-0.94897	-2.4817	-188.22
-1.6065	-4.8466	-314.22
-2.2975	-8.354	-464.22
-1.7237	-10.235	-464.22
-0.37334	-10.366	-456.22
1.0899	-7.8345	-328.22
1.2613	1.5789	117.78
1.3303	1.2033	82.775
1.3375	-0.26367	-15.225
1.4735	-1.0035	-32.225
1.2405	-0.79331	-37.225
0.97477	-0.262	-34.225
0.21693	1.6835	57.775
-0.40257	2.6561	132.78
-0.72711	0.581	-15.225
-1.0968	-2.922	-205.22
-0.73746	-5.7489	-325.22
-0.85836	-3.6213	-300.22
-0.8075	-1.8506	-162.22
-0.71435	-1.9628	-153.22
-0.72433	-1.8415	-156.22
-0.53327	-2.0441	-153.22
-0.36094	-1.9469	-155.22
-0.11385	-1.6184	-160.22
0.14556	-1.9274	-146.22
0.50314	-1.9377	-154.22
0.82746	-1.756	-124.22
1.2295	-1.6326	-139.22
1.7221	-1.1994	-97.225
1.9792	-0.89485	-68.225
2.2858	-0.67447	-63.225
2.5217	-0.7319	-24.225
2.5538	-1.6648	-16.225
2.6829	-3.0573	-117.22
2.8927	-5.415	-230.22
2.93	-7.5403	-268.22
