68 5
-1.2347	0.070331	0.017747	-0.016475	0.18049
-1.2838	0.1163	0.0065092	-0.019141	0.19527
-1.2458	0.080093	0.043484	0.0021643	0.13351
-1.0062	0.6671	-0.29529	-0.23517	-0.090265
-1.441	0.85266	-0.3224	-0.36527	0.28893
-1.6649	0.56824	0.33442	-0.57176	0.34131
-1.2537	-0.024659	0.29767	-0.36149	0.35041
-0.95448	0.16716	-0.31333	-0.044928	0.18279
-0.69192	0.12152	-0.34181	0.0019812	-0.043846
-0.62718	0.1373	-0.34798	-0.020173	-0.12449
-1.4223	0.39171	-0.22237	0.091063	0.18886
-1.8171	0.59081	0.40245	-0.23065	0.06943
-1.7769	0.74465	0.17365	-0.37731	0.25592
-1.7299	0.71858	0.3015	-0.73069	0.45434
-1.2225	0.11568	0.068979	-0.1668	0.21295
-1.578	0.86554	-0.16318	-0.5227	0.40518
-1.0365	0.95803	-0.62698	0.15155	-0.42266
-0.95053	0.98175	-0.69234	0.2969	-0.52694
-1.0199	1.0094	-0.72865	0.29383	-0.498
-1.1832	0.84696	-0.4026	-0.20658	-0.041747
-0.91894	-0.42112	-0.052276	0.31558	0.08662
-1.2749	-0.11907	0.11893	0.36252	-0.080845
-1.4812	0.24913	0.11844	0.13089	-0.010565
-1.6366	0.41596	0.27847	-0.055209	0.0027618
-1.3523	0.13379	0.20392	-0.08817	0.10898
-1.3978	0.1457	0.41145	-0.54358	0.38802
-1.4858	0.38581	0.3192	-0.68197	0.46577
-1.4929	1.1921	-0.66316	-0.11624	0.088954
-1.4845	1.2879	-0.78438	-0.0080766	0.024828
-1.5119	1.294	-0.76131	-0.058527	0.068188
-1.693	1.0582	-0.32516	-0.50852	0.47935
-1.4491	0.23768	0.14792	-0.12272	0.19456
-1.1634	-0.081604	0.086268	-0.17773	0.34533
-0.96075	-0.4245	0.22759	-0.23046	0.39174
-1.6764	0.48904	0.44797	-0.53169	0.28547
-1.7763	0.69482	0.45228	-0.78162	0.42596
-1.6218	0.49104	0.41936	-0.72001	0.44395
-1.2774	0.011747	0.32599	-0.39063	0.33586
-1.2264	0.011168	0.37861	-0.56202	0.40162
-1.5805	1.4404	-0.95061	0.16858	-0.048156
-1.6139	1.4898	-0.96535	0.17387	-0.04724
-1.5608	1.1636	-0.47576	-0.2663	0.15643
-1.3593	0.067819	0.40922	-0.33509	0.23855
-1.7981	0.63368	0.57366	-0.74413	0.35665
-1.8859	0.92509	0.34603	-0.80336	0.44057
-2.0252	1.216	0.20881	-0.8591	0.48135
-1.9352	0.9292	0.31724	-0.58681	0.29404
-1.2994	0.080103	0.31782	-0.44666	0.35461
-0.9386	-0.31176	0.23564	-0.34796	0.3663
-0.84649	-0.42477	0.15341	-0.17361	0.29589
-1.4463	1.0739	-0.44539	0.13182	-0.2915
-1.4245	1.031	-0.40642	0.11088	-0.28868
-1.0711	0.11954	0.1948	-0.40071	0.16238
-0.81294	-0.45258	0.11452	-0.22362	0.37771
-0.80229	-0.48718	0.10077	-0.18964	0.38015
-0.83872	-0.47811	0.12987	-0.17526	0.36401
-0.91118	-0.36149	0.14662	-0.17595	0.30383
-0.89342	-0.35243	0.11456	-0.19471	0.32733
-0.92981	-0.29231	0.11857	-0.15905	0.26398
-0.87572	-0.44875	0.15874	-0.16662	0.33364
-0.87525	-0.43833	0.21981	-0.24019	0.33536
-0.85654	-0.49936	0.32554	-0.29598	0.32768
-0.84987	-0.46727	0.33915	-0.32855	0.30812
-0.84756	-0.47683	0.30957	-0.32721	0.34399
-0.85015	-0.47144	0.28117	-0.29737	0.3405
-0.8664	-0.44862	0.26384	-0.27855	0.33331
-0.82278	-0.52944	0.27646	-0.27746	0.35713
-0.79564	-0.54353	0.29143	-0.29421	0.34688
